LTARSiteCode,SiteVariableName,SiteVariableDescription,Units,ControlledVariable,ControlledDescription,ControlledUnits,Comments,TemporalResolution,StartDate,EndDate,ResponsiblePersons,StorageFormat,URLdataAccess,LocationIDoutsideNetwork,SpatialRepeats,SpatialDescription,AgCROS.Table,AgCROS.VarName
KBS,NH4,inorganic NH4-N,microgramsPerKilogram,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/103,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Ammonium nitrogen, soil"
KBS,NH4,inorganic NH4-N,microgramsPerKilogram,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/104,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Ammonium nitrogen, soil"
KBS,NH4,inorganic NH4-N,microgramsPerKilogram,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/106,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Ammonium nitrogen, soil"
KBS,NH4,inorganic NH4-N,microgramsPerKilogram,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,,,1997-01-01 0:00:00,2001-01-01 0:00:00,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/101,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Ammonium nitrogen, soil"
KBS,NH4,soil ammonium N 0-10 cm KCL extract on dry soils,microgramsPerGram,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/116,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Ammonium nitrogen, soil"
KBS,NH4,"soil ammonium-N (0-10 cm, KCL extract on dried soils)",microgramsPerGram,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/115,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Ammonium nitrogen, soil"
KBS,NH4,soil ammonium-N KCL extract on dried soil (65C),microgramsPerGram,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,,,2001-01-01 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/118,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Ammonium nitrogen, soil"
KBS,NH4,"soil NH4-N content (0-10 cm, KCL extract on dried soils)",microgramsPerGram,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/114,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Ammonium nitrogen, soil"
KBS,NH4,soil NH4-N content 0-10 cm,microgramsPerGram,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/113,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Ammonium nitrogen, soil"
KBS,NH4-N,NH4-N in ug/L,microgramsPerLiter,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,,,1996-06-04 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/390,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Ammonium nitrogen, soil"
KBS,NH4-N,NH4-N in ug/L,microgramsPerLiter,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,,,1996-06-03 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/388,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Ammonium nitrogen, soil"
KBS,NH4-N,NH4-N in ug/L,microgramsPerLiter,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,,,1996-03-01 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/389,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Ammonium nitrogen, soil"
KBS,NH4-N,NH4-N in ug/L,microgramsPerLiter,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/183,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Ammonium nitrogen, soil"
KBS,NO3,inorganic NO3-N,microgramsPerKilogram,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/103,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil"
KBS,NO3,inorganic NO3-N,microgramsPerKilogram,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/104,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil"
KBS,NO3,inorganic NO3-N,microgramsPerKilogram,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/105,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil"
KBS,NO3,inorganic NO3-N,microgramsPerKilogram,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/106,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil"
KBS,NO3,inorganic NO3-N,microgramsPerKilogram,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,,1997-01-01 0:00:00,2001-01-01 0:00:00,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/101,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil"
KBS,NO3,soil nitrate N 0-10 cm KCL extract on dry soils,microgramsPerGram,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/116,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil"
KBS,NO3,"soil nitrate-N (0-10 cm, KCL extract on dried soils)",microgramsPerGram,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/115,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil"
KBS,NO3,soil nitrate-N KCL extract on dried soils (65C),microgramsPerGram,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,,2001-01-01 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/118,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil"
KBS,NO3,"soil NO3-N content (0-10 cm, KCL extract on dried soils)",microgramsPerGram,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/114,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil"
KBS,NO3,soil NO3-N content 0-10 cm,microgramsPerGram,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/113,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil"
KBS,NO3-N,NO3-N in mg/L,milligramsPerLiter,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,,1996-06-04 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/390,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil"
KBS,NO3-N,NO3-N in mg/L,milligramsPerLiter,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,,1996-06-03 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/388,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil"
KBS,NO3-N,NO3-N in mg/L,milligramsPerLiter,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,,1996-03-01 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/389,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil"
KBS,NO3-N,NO3-N in mg/L,milligramsPerLiter,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/183,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil"
KBS,NUM,total number of earthworms (all species); number per station sample,number,Earthworm_abundance,number of earthworms per square meter,number/m2,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/109,,1,,new ecology,abundance of soil organisms
KBS,Na-AA,Na measured by Atomic Absorption in mg/L,milligramsPerLiter,Na_extractable,Soil concentration of extractable Sodium,mg Na/kg,,,1996-06-04 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/390,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Sodium, soil"
KBS,Na-AA,Na measured by Atomic Absorption in mg/L,milligramsPerLiter,Na_extractable,Soil concentration of extractable Sodium,mg Na/kg,,,1996-06-03 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/388,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Sodium, soil"
KBS,Na-AA,Na measured by Atomic Absorption in mg/L,milligramsPerLiter,Na_extractable,Soil concentration of extractable Sodium,mg Na/kg,,,1996-03-01 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/389,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Sodium, soil"
KBS,Na-AA,Na measured by Atomic Absorption in mg/L,milligramsPerLiter,Na_extractable,Soil concentration of extractable Sodium,mg Na/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/183,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Sodium, soil"
KBS,Na-IC,Na measured by ion chromatography in mg/L,milligramsPerLiter,Na_extractable,Soil concentration of extractable Sodium,mg Na/kg,,,1996-06-04 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/390,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Sodium, soil"
KBS,Na-IC,Na measured by ion chromatography in mg/L,milligramsPerLiter,Na_extractable,Soil concentration of extractable Sodium,mg Na/kg,,,1996-06-03 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/388,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Sodium, soil"
KBS,Na-IC,Na measured by ion chromatography in mg/L,milligramsPerLiter,Na_extractable,Soil concentration of extractable Sodium,mg Na/kg,,,1996-03-01 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/389,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Sodium, soil"
KBS,Na-IC,Na measured by ion chromatography in mg/L,milligramsPerLiter,Na_extractable,Soil concentration of extractable Sodium,mg Na/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/183,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Sodium, soil"
KBS,NetAmmonification,the difference in ammonium levels (final - initial) devided by the duration of the incubation. A positive value means that there was more ammonium at the end of the incubation than at the beginning.,microgramsPerGramPerDay,Mineralizable N,Accumulation of soil nitrate and ammonium,mg N/kg,,,1989-01-01 0:00:00,2015-01-01 0:00:00,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/56,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Ammonium nitrogen, soil"
KBS,NetMineralization,"difference in nitrate + ammonium levels (final - initial nitrate + ammonium), divided by duration of the incubation. A positive sign means that there is more nitrogen at the end of the incubation than the beginning.",microgramsPerGramPerDay,Mineralizable N,Accumulation of soil nitrate and ammonium,mg N/kg,,,1989-01-01 0:00:00,2015-01-01 0:00:00,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/56,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Potentially Mineralizable N
KBS,NetNitrification,"difference in nitrate levels (final minus the initial nitrate), divided by duration of the incubation. A positive sign means that there is more nitrate at the end of the incubation than at the beginning.",microgramsPerGramPerDay,Mineralizable N,Accumulation of soil nitrate and ammonium,mg N/kg,,,1989-01-01 0:00:00,2015-01-01 0:00:00,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/56,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrite, soil"
KBS,Nitrate,"soil extractable nitrate plus nitrite, as N (average of analytical replicates, screened for outliers and corrected for soil moisture)",microgramsPerGram,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,,1989-01-01 0:00:00,2016-01-01 0:00:00,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/55,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrite, soil"
KBS,Nitrate,soil nitrate pool averaged within treatment across replicates,microgramsPerGram,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,,1989-01-01 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/53,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil"
KBS,Nitrification,nitrification potential,microgramsPerKilogramPerHour,Mineralizable N,Accumulation of soil nitrate and ammonium,mg N/kg,,,2001-01-01 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/118,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrite, soil"
KBS,Nitrification,nitrification potential,microgramsPerKilogramPerHour,Mineralizable N,Accumulation of soil nitrate and ammonium,mg N/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/117,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrite, soil"
KBS,O2,OxygenConcentration in mg/L,milligramsPerLiter,Dissolved_O2,Dissolved oxygen in aqueous soil solution,mg O2/L,,,1996-06-04 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/390,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",oxygen
KBS,O2,OxygenConcentration in mg/L,milligramsPerLiter,Dissolved_O2,Dissolved oxygen in aqueous soil solution,mg O2/L,,,1996-06-03 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/388,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",oxygen
KBS,O2,OxygenConcentration in mg/L,milligramsPerLiter,Dissolved_O2,Dissolved oxygen in aqueous soil solution,mg O2/L,,,1996-03-01 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/389,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",oxygen
KBS,O2,OxygenConcentration in mg/L,milligramsPerLiter,Dissolved_O2,Dissolved oxygen in aqueous soil solution,mg O2/L,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/183,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",oxygen
KBS,O2%,OxygenSaturation,dimensionless,Dissolved_O2,Dissolved oxygen in aqueous soil solution,mg O2/L,,,1996-06-04 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/390,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",oxygen
KBS,O2%,OxygenSaturation,dimensionless,Dissolved_O2,Dissolved oxygen in aqueous soil solution,mg O2/L,,,1996-06-03 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/388,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",oxygen
KBS,O2%,OxygenSaturation,dimensionless,Dissolved_O2,Dissolved oxygen in aqueous soil solution,mg O2/L,,,1996-03-01 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/389,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",oxygen
KBS,O2%,OxygenSaturation in,dimensionless,Dissolved_O2,Dissolved oxygen in aqueous soil solution,mg O2/L,Duplicates - and the units aren't accurate,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/183,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",oxygen
KBS,P,phosphorus,poundsPerAcre,PO4_extractable,Phosphate in soil extract,mg P/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/106,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
KBS,P,phosphorus,poundsPerAcre,PO4_extractable,Phosphate in soil extract,mg P/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/107,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
KBS,PO4-P,PO4-P in ug/L,microgramsPerLiter,PO4_extractable,Phosphate in soil extract,mg P/kg,,,1996-06-04 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/390,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
KBS,PO4-P,PO4-P in ug/L,microgramsPerLiter,PO4_extractable,Phosphate in soil extract,mg P/kg,,,1996-06-03 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/388,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
KBS,PO4-P,PO4-P in ug/L,microgramsPerLiter,PO4_extractable,Phosphate in soil extract,mg P/kg,,,1996-03-01 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/389,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
KBS,PO4-P,PO4-P in ug/L,microgramsPerLiter,PO4_extractable,Phosphate in soil extract,mg P/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/183,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
KBS,SO4,SO4 in mg/L,milligramsPerLiter,SO4_extractable,Extractable soil sulfate,mg S/kg,,,1996-06-04 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/390,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Sulfate, soil"
KBS,SO4,SO4 in mg/L,milligramsPerLiter,SO4_extractable,Extractable soil sulfate,mg S/kg,,,1996-06-03 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/388,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Sulfate, soil"
KBS,SO4,SO4 in mg/L,milligramsPerLiter,SO4_extractable,Extractable soil sulfate,mg S/kg,,,1996-03-01 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/389,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Sulfate, soil"
KBS,SO4,SO4 in mg/L,milligramsPerLiter,SO4_extractable,Extractable soil sulfate,mg S/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/183,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Sulfate, soil"
KBS,Si,Silica-Si in mg/L,milligramsPerLiter,Si_extractable,Soil concentration of extractable Silicon,mg Si/kg,,,1996-06-04 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/390,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","silicon, soil"
KBS,Si,Silica-Si in mg/L,milligramsPerLiter,Si_extractable,Soil concentration of extractable Silicon,mg Si/kg,,,1996-06-03 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/388,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","silicon, soil"
KBS,Si,Silica-Si in mg/L,milligramsPerLiter,Si_extractable,Soil concentration of extractable Silicon,mg Si/kg,,,1996-03-01 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/389,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","silicon, soil"
KBS,Si,Silica-Si in mg/L,milligramsPerLiter,Si_extractable,Soil concentration of extractable Silicon,mg Si/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/183,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","silicon, soil"
KBS,Soil_Classification,soil type determined by information contained in the texture file (see classification description),,,,,Don't see a category for total soil classification,,1992-01-01 0:00:00,1993-01-01 0:00:00,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/88,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil classification
KBS,TDP,TDP in ug/L,microgramsPerLiter,,,,These are above ground water chemistry data,,1996-06-04 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/390,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
KBS,TDP,TDP in ug/L,microgramsPerLiter,,,,These are above ground water chemistry data,,1996-06-03 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/388,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
KBS,TDP,TDP in ug/L,microgramsPerLiter,,,,These are above ground water chemistry data,,1996-03-01 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/389,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
KBS,TDP,TDP in ug/L,microgramsPerLiter,,,,These are above ground water chemistry data,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/183,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
KBS,TP,TotalP in ug/L,microgramsPerLiter,,,,These are above ground water chemistry data,,1996-06-04 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/390,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
KBS,TP,TotalP in ug/L,microgramsPerLiter,,,,These are above ground water chemistry data,,1996-06-03 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/388,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
KBS,TP,TotalP in ug/L,microgramsPerLiter,,,,These are above ground water chemistry data,,1996-03-01 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/389,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
KBS,TP,TotalP in ug/L,microgramsPerLiter,,,,These are above ground water chemistry data,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/183,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
KBS,TSS,Total Particulate Matter in mg/L,milligramsPerLiter,,,,These are above ground water chemistry data,,1996-06-04 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/390,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Water Stable Aggregates, soil"
KBS,TSS,Total Particulate Matter in mg/L,milligramsPerLiter,,,,These are above ground water chemistry data,,1996-06-03 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/388,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Water Stable Aggregates, soil"
KBS,TSS,Total Particulate Matter in mg/L,milligramsPerLiter,,,,These are above ground water chemistry data,,1996-03-01 0:00:00,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/389,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Water Stable Aggregates, soil"
KBS,TSS,Total Particulate Matter in mg/L,milligramsPerLiter,,,,These are above ground water chemistry data,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/183,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Water Stable Aggregates, soil"
KBS,Temperature,soil temperature (0-10 cm),celsius,Soil_Temp,Soil temperature at a given soil depth,°C,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/114,,1,,"WeatherDaily, WeatherStation",avg soil temp
KBS,Temperature,soil temperature (0-10 cm),celsius,Soil_Temp,Soil temperature at a given soil depth,°C,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/115,,1,,"WeatherDaily, WeatherStation",avg soil temp
KBS,Temperature,soil temperature 0 - 10 cm,celsius,Soil_Temp,Soil temperature at a given soil depth,°C,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/116,,1,,"WeatherDaily, WeatherStation",avg soil temp
KBS,Texture,identification based on texture-by-feel method (see Texture Description),,,,,"Would be a combination of clay, silt, sand",,1992-01-01 0:00:00,1993-01-01 0:00:00,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/90,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil texture
KBS,W0-2cm,"water content, 0 to 2 cm",cubicCentimetersPerCubicCentimeters,Soil_Moisture_vol,Volumetric soil moisture content,% vol (cm3 H2O/cm3 soil*100),,,1989-01-01 0:00:00,1998-01-01 0:00:00,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/81,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture
KBS,W3-15cm,"water content, 3 to 15 cm",cubicCentimetersPerCubicCentimeters,Soil_Moisture_vol,Volumetric soil moisture content,% vol (cm3 H2O/cm3 soil*100),,,1989-01-01 0:00:00,1998-01-01 0:00:00,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/81,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture
KBS,Zn,zinc,microgramsPerKilogram,Zn_extractable,Soil concentration of extractable Zinc,mg Zn/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/107,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Zinc, soil"
KBS,aluminum_ppm,ppm aluminum,microgramsPerGram,Al_extractable,Soil concentration of extractable Aluminum,mg Al/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/393,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Aluminum, soil"
KBS,ammonium_n,ammonium N concentration in ug/L,microgramsPerLiter,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,,,,,KBS information manager,sql,https://lter.kbs.msu.edu/datatables/184,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Ammonium nitrogen, soil"
